['price', 'hours', 'minute', 'seconds']
177.25, 11, 2, 31
176.85, 11, 2, 33
176.65, 11, 2, 34
177.45, 11, 2, 35
177.5, 11, 2, 36
176.85, 11, 2, 37
176.0, 11, 2, 38
178.3, 11, 2, 39
176.9, 11, 2, 40
177.2, 11, 2, 41
177.5, 11, 2, 42
178.0, 11, 2, 44
178.6, 11, 2, 45
179.1, 11, 2, 46
179.15, 11, 2, 47
180.0, 11, 2, 48
179.55, 11, 2, 50
179.0, 11, 2, 51
178.6, 11, 2, 53
179.75, 11, 2, 54
178.9, 11, 2, 56
177.95, 11, 2, 57
178.0, 11, 2, 59
180.4, 11, 3, 0
180.15, 11, 3, 1
180.3, 11, 3, 3
180.7, 11, 3, 4
180.1, 11, 3, 6
180.8, 11, 3, 7
180.55, 11, 3, 8
180.2, 11, 3, 10
178.25, 11, 3, 11
178.05, 11, 3, 12
179.3, 11, 3, 13
178.7, 11, 3, 14
178.1, 11, 3, 15
178.65, 11, 3, 16
178.75, 11, 3, 18
178.5, 11, 3, 19
178.2, 11, 3, 20
177.1, 11, 3, 21
177.35, 11, 3, 22
177.1, 11, 3, 23
177.9, 11, 3, 25
178.0, 11, 3, 26
177.3, 11, 3, 27
177.3, 11, 3, 28
177.5, 11, 3, 29
177.45, 11, 3, 30
177.2, 11, 3, 32
177.0, 11, 3, 33
176.0, 11, 3, 34
175.75, 11, 3, 35
175.4, 11, 3, 36
175.55, 11, 3, 38
175.7, 11, 3, 39
176.05, 11, 3, 41
176.0, 11, 3, 42
176.0, 11, 3, 43
176.0, 11, 3, 44
175.35, 11, 3, 46
175.0, 11, 3, 47
174.45, 11, 3, 48
174.3, 11, 3, 50
174.15, 11, 3, 51
174.0, 11, 3, 53
173.55, 11, 3, 54
174.0, 11, 3, 55
174.75, 11, 3, 57
175.0, 11, 3, 58
176.0, 11, 3, 59
175.9, 11, 4, 0
175.0, 11, 4, 1
174.85, 11, 4, 2
175.05, 11, 4, 3
175.3, 11, 4, 5
175.2, 11, 4, 6
174.35, 11, 4, 7
174.75, 11, 4, 8
174.25, 11, 4, 9
174.0, 11, 4, 11
172.65, 11, 4, 12
172.05, 11, 4, 13
173.4, 11, 4, 14
172.85, 11, 4, 15
173.35, 11, 4, 16
172.55, 11, 4, 17
174.0, 11, 4, 18
173.75, 11, 4, 19
173.8, 11, 4, 20
173.65, 11, 4, 21
173.35, 11, 4, 23
173.25, 11, 4, 24
173.65, 11, 4, 25
174.1, 11, 4, 26
174.15, 11, 4, 27
174.65, 11, 4, 28
175.05, 11, 4, 29
174.8, 11, 4, 30
174.5, 11, 4, 31
174.8, 11, 4, 32
175.0, 11, 4, 33
176.0, 11, 4, 34
175.15, 11, 4, 35
175.05, 11, 4, 36
174.65, 11, 4, 37
174.85, 11, 4, 38
174.2, 11, 4, 39
174.5, 11, 4, 40
174.7, 11, 4, 42
174.6, 11, 4, 43
174.6, 11, 4, 44
174.6, 11, 4, 45
174.35, 11, 4, 46
174.05, 11, 4, 47
173.6, 11, 4, 48
173.25, 11, 4, 49
172.35, 11, 4, 50
172.6, 11, 4, 52
173.85, 11, 4, 53
173.95, 11, 4, 54
174.2, 11, 4, 55
173.25, 11, 4, 57
173.25, 11, 4, 58
172.75, 11, 5, 0
172.0, 11, 5, 2
171.9, 11, 5, 3
172.8, 11, 5, 4
173.25, 11, 5, 5
171.85, 11, 5, 6
171.35, 11, 5, 8
171.5, 11, 5, 9
172.25, 11, 5, 11
172.9, 11, 5, 12
171.5, 11, 5, 13
172.05, 11, 5, 14
172.0, 11, 5, 15
171.25, 11, 5, 16
171.65, 11, 5, 17
171.7, 11, 5, 19
172.9, 11, 5, 20
171.85, 11, 5, 21
172.0, 11, 5, 22
172.3, 11, 5, 23
172.1, 11, 5, 25
171.35, 11, 5, 26
170.3, 11, 5, 27
170.3, 11, 5, 28
169.35, 11, 5, 29
169.55, 11, 5, 30
168.7, 11, 5, 31
168.4, 11, 5, 32
168.45, 11, 5, 33
169.1, 11, 5, 34
169.85, 11, 5, 35
169.3, 11, 5, 36
169.0, 11, 5, 37
168.8, 11, 5, 39
168.55, 11, 5, 40
167.9, 11, 5, 41
167.0, 11, 5, 43
167.25, 11, 5, 44
167.05, 11, 5, 45
168.75, 11, 5, 46
169.25, 11, 5, 47
169.6, 11, 5, 48
170.1, 11, 5, 49
170.65, 11, 5, 50
169.55, 11, 5, 51
169.05, 11, 5, 52
168.8, 11, 5, 53
168.45, 11, 5, 54
169.85, 11, 5, 55
170.95, 11, 5, 56
170.95, 11, 5, 57
170.8, 11, 5, 59
170.2, 11, 6, 0
170.0, 11, 6, 1
169.95, 11, 6, 2
169.95, 11, 6, 3
170.35, 11, 6, 4
170.2, 11, 6, 5
169.75, 11, 6, 6
170.1, 11, 6, 7
169.8, 11, 6, 9
170.95, 11, 6, 10
171.25, 11, 6, 11
171.9, 11, 6, 12
173.5, 11, 6, 13
173.95, 11, 6, 14
174.1, 11, 6, 15
173.5, 11, 6, 16
173.6, 11, 6, 17
173.6, 11, 6, 18
175.0, 11, 6, 19
175.35, 11, 6, 20
175.8, 11, 6, 21
175.8, 11, 6, 22
174.65, 11, 6, 23
175.0, 11, 6, 25
175.8, 11, 6, 26
175.75, 11, 6, 27
175.95, 11, 6, 28
176.95, 11, 6, 29
176.1, 11, 6, 30
177.3, 11, 6, 31
177.3, 11, 6, 32
177.35, 11, 6, 33
176.5, 11, 6, 34
176.65, 11, 6, 35
174.5, 11, 6, 36
174.95, 11, 6, 37
174.85, 11, 6, 38
174.55, 11, 6, 40
174.55, 11, 6, 41
173.95, 11, 6, 42
174.6, 11, 6, 43
173.85, 11, 6, 44
174.4, 11, 6, 45
174.3, 11, 6, 46
174.65, 11, 6, 47
174.6, 11, 6, 48
174.6, 11, 6, 49
174.75, 11, 6, 50
174.75, 11, 6, 51
175.0, 11, 6, 52
174.8, 11, 6, 53
174.8, 11, 6, 54
174.7, 11, 6, 55
175.7, 11, 6, 56
176.05, 11, 6, 57
176.55, 11, 6, 58
176.4, 11, 6, 59
175.9, 11, 7, 0
176.7, 11, 7, 2
176.65, 11, 7, 3
176.0, 11, 7, 4
176.85, 11, 7, 6
177.2, 11, 7, 7
176.95, 11, 7, 8
176.8, 11, 7, 9
178.35, 11, 7, 10
178.45, 11, 7, 11
178.7, 11, 7, 13
179.2, 11, 7, 14
179.45, 11, 7, 15
179.4, 11, 7, 16
179.2, 11, 7, 17
178.35, 11, 7, 18
179.45, 11, 7, 19
179.15, 11, 7, 20
179.05, 11, 7, 21
177.45, 11, 7, 22
176.85, 11, 7, 23
176.85, 11, 7, 25
176.9, 11, 7, 26
177.35, 11, 7, 27
177.65, 11, 7, 28
176.9, 11, 7, 29
176.5, 11, 7, 30
177.0, 11, 7, 31
176.0, 11, 7, 32
175.95, 11, 7, 33
175.8, 11, 7, 34
175.45, 11, 7, 35
175.5, 11, 7, 36
174.55, 11, 7, 37
175.0, 11, 7, 38
174.8, 11, 7, 39
174.75, 11, 7, 40
174.85, 11, 7, 41
174.05, 11, 7, 42
174.8, 11, 7, 43
174.8, 11, 7, 44
174.8, 11, 7, 46
175.6, 11, 7, 47
176.0, 11, 7, 48
176.1, 11, 7, 49
174.85, 11, 7, 50
174.5, 11, 7, 51
173.9, 11, 7, 52
173.5, 11, 7, 53
174.0, 11, 7, 54
173.6, 11, 7, 55
174.5, 11, 7, 56
174.1, 11, 7, 57
173.85, 11, 7, 58
174.3, 11, 7, 59
174.0, 11, 8, 0
174.0, 11, 8, 1
173.0, 11, 8, 2
173.3, 11, 8, 3
173.1, 11, 8, 4
173.95, 11, 8, 5
174.55, 11, 8, 6
174.9, 11, 8, 8
175.0, 11, 8, 9
175.15, 11, 8, 10
173.55, 11, 8, 11
173.55, 11, 8, 12
173.65, 11, 8, 13
173.25, 11, 8, 14
174.7, 11, 8, 15
173.45, 11, 8, 16
172.75, 11, 8, 17
172.7, 11, 8, 18
172.3, 11, 8, 19
172.05, 11, 8, 20
171.5, 11, 8, 21
171.65, 11, 8, 22
170.3, 11, 8, 23
170.2, 11, 8, 24
170.0, 11, 8, 25
171.1, 11, 8, 26
171.7, 11, 8, 27
170.8, 11, 8, 29
171.2, 11, 8, 30
172.55, 11, 8, 31
172.05, 11, 8, 32
171.1, 11, 8, 33
171.1, 11, 8, 34
171.05, 11, 8, 35
169.5, 11, 8, 36
169.25, 11, 8, 37
169.6, 11, 8, 38
170.15, 11, 8, 39
170.35, 11, 8, 40
170.35, 11, 8, 41
170.1, 11, 8, 42
169.9, 11, 8, 43
169.65, 11, 8, 44
169.15, 11, 8, 45
169.8, 11, 8, 46
169.35, 11, 8, 47
169.7, 11, 8, 48
170.35, 11, 8, 49
170.6, 11, 8, 51
171.6, 11, 8, 52
171.6, 11, 8, 53
172.0, 11, 8, 54
172.6, 11, 8, 55
172.65, 11, 8, 56
172.8, 11, 8, 57
172.45, 11, 8, 58
172.45, 11, 8, 59
171.6, 11, 9, 0
171.65, 11, 9, 1
172.0, 11, 9, 2
171.35, 11, 9, 3
171.85, 11, 9, 4
170.9, 11, 9, 5
170.9, 11, 9, 6
170.15, 11, 9, 7
170.0, 11, 9, 8
169.55, 11, 9, 9
169.9, 11, 9, 10
170.5, 11, 9, 12
171.15, 11, 9, 13
171.95, 11, 9, 14
171.45, 11, 9, 15
170.55, 11, 9, 16
170.6, 11, 9, 17
170.65, 11, 9, 18
170.85, 11, 9, 19
170.85, 11, 9, 20
169.45, 11, 9, 21
169.25, 11, 9, 22
169.75, 11, 9, 23
169.75, 11, 9, 24
170.0, 11, 9, 25
169.9, 11, 9, 26
170.45, 11, 9, 27
169.8, 11, 9, 28
169.55, 11, 9, 29
169.5, 11, 9, 30
169.0, 11, 9, 32
168.6, 11, 9, 33
168.4, 11, 9, 34
168.35, 11, 9, 35
168.1, 11, 9, 36
167.9, 11, 9, 38
168.2, 11, 9, 39
168.0, 11, 9, 40
169.3, 11, 9, 41
169.55, 11, 9, 43
169.3, 11, 9, 44
169.65, 11, 9, 45
168.75, 11, 9, 46
168.7, 11, 9, 48
169.2, 11, 9, 49
168.1, 11, 9, 50
168.0, 11, 9, 52
168.2, 11, 9, 53
167.85, 11, 9, 54
167.55, 11, 9, 55
167.75, 11, 9, 56
166.9, 11, 9, 57
165.8, 11, 9, 58
165.0, 11, 9, 59
165.15, 11, 10, 1
165.55, 11, 10, 2
165.7, 11, 10, 3
165.55, 11, 10, 4
165.55, 11, 10, 5
166.8, 11, 10, 6
165.6, 11, 10, 7
165.95, 11, 10, 8
165.65, 11, 10, 9
165.0, 11, 10, 10
165.0, 11, 10, 12
165.0, 11, 10, 13
165.8, 11, 10, 14
165.5, 11, 10, 15
165.15, 11, 10, 16
165.55, 11, 10, 17
165.25, 11, 10, 18
167.35, 11, 10, 19
168.05, 11, 10, 20
168.1, 11, 10, 21
168.2, 11, 10, 22
168.0, 11, 10, 23
167.95, 11, 10, 24
167.7, 11, 10, 25
168.65, 11, 10, 26
168.8, 11, 10, 27
168.2, 11, 10, 28
167.35, 11, 10, 29
167.35, 11, 10, 30
167.35, 11, 10, 31
168.15, 11, 10, 33
168.65, 11, 10, 34
168.3, 11, 10, 35
167.7, 11, 10, 36
167.5, 11, 10, 37
166.8, 11, 10, 38
166.95, 11, 10, 39
167.0, 11, 10, 40
167.8, 11, 10, 41
167.0, 11, 10, 42
166.55, 11, 10, 43
166.15, 11, 10, 44
166.6, 11, 10, 45
165.9, 11, 10, 46
165.2, 11, 10, 47
165.6, 11, 10, 48
165.75, 11, 10, 49
166.15, 11, 10, 50
165.95, 11, 10, 51
165.55, 11, 10, 52
166.4, 11, 10, 54
166.5, 11, 10, 55
165.8, 11, 10, 56
165.65, 11, 10, 57
167.0, 11, 10, 58
167.0, 11, 10, 59
166.55, 11, 11, 0
166.65, 11, 11, 1
167.5, 11, 11, 2
167.6, 11, 11, 3
168.1, 11, 11, 4
168.1, 11, 11, 5
167.65, 11, 11, 6
167.85, 11, 11, 7
168.45, 11, 11, 8
168.5, 11, 11, 9
168.55, 11, 11, 10
169.15, 11, 11, 11
168.6, 11, 11, 12
169.1, 11, 11, 14
168.05, 11, 11, 15
168.8, 11, 11, 16
168.8, 11, 11, 17
168.2, 11, 11, 18
168.2, 11, 11, 19
167.95, 11, 11, 20
167.0, 11, 11, 21
166.3, 11, 11, 22
165.6, 11, 11, 23
166.25, 11, 11, 24
166.8, 11, 11, 25
166.8, 11, 11, 26
166.65, 11, 11, 27
166.65, 11, 11, 28
165.95, 11, 11, 29
164.65, 11, 11, 30
163.55, 11, 11, 31
163.45, 11, 11, 33
164.1, 11, 11, 34
163.5, 11, 11, 35
164.2, 11, 11, 36
164.1, 11, 11, 37
163.55, 11, 11, 38
162.6, 11, 11, 39
162.3, 11, 11, 40
160.35, 11, 11, 41
160.65, 11, 11, 42
160.0, 11, 11, 43
159.8, 11, 11, 44
159.4, 11, 11, 45
160.85, 11, 11, 46
160.35, 11, 11, 47
161.45, 11, 11, 48
162.35, 11, 11, 49
162.15, 11, 11, 50
162.7, 11, 11, 54
162.05, 11, 11, 55
161.25, 11, 11, 56
161.6, 11, 11, 57
161.7, 11, 11, 58
160.15, 11, 11, 59
159.0, 11, 12, 0
158.3, 11, 12, 1
157.4, 11, 12, 3
157.55, 11, 12, 4
156.6, 11, 12, 5
158.75, 11, 12, 6
158.25, 11, 12, 7
158.7, 11, 12, 8
158.55, 11, 12, 9
158.55, 11, 12, 10
158.55, 11, 12, 11
158.5, 11, 12, 12
159.5, 11, 12, 13
160.45, 11, 12, 14
160.35, 11, 12, 15
160.85, 11, 12, 16
160.75, 11, 12, 17
160.7, 11, 12, 18
161.3, 11, 12, 19
160.55, 11, 12, 20
159.0, 11, 12, 21
158.45, 11, 12, 23
158.7, 11, 12, 24
158.55, 11, 12, 25
159.15, 11, 12, 26
159.35, 11, 12, 27
159.15, 11, 12, 28
158.35, 11, 12, 29
159.15, 11, 12, 30
159.9, 11, 12, 31
159.95, 11, 12, 32
160.65, 11, 12, 33
160.6, 11, 12, 34
160.65, 11, 12, 35
160.0, 11, 12, 36
159.85, 11, 12, 37
159.85, 11, 12, 38
160.75, 11, 12, 39
159.95, 11, 12, 40
160.15, 11, 12, 41
159.5, 11, 12, 42
160.0, 11, 12, 44
159.0, 11, 12, 45
158.0, 11, 12, 46
157.2, 11, 12, 47
157.1, 11, 12, 48
158.0, 11, 12, 49
157.6, 11, 12, 50
159.45, 11, 12, 51
159.8, 11, 12, 52
159.5, 11, 12, 53
158.45, 11, 12, 54
157.75, 11, 12, 55
157.55, 11, 12, 56
157.6, 11, 12, 57
158.3, 11, 12, 58
156.5, 11, 12, 59
157.45, 11, 13, 0
155.8, 11, 13, 1
155.5, 11, 13, 3
155.05, 11, 13, 4
155.55, 11, 13, 5
156.0, 11, 13, 6
157.15, 11, 13, 7
157.6, 11, 13, 8
157.65, 11, 13, 9
158.7, 11, 13, 10
158.6, 11, 13, 11
158.0, 11, 13, 12
158.2, 11, 13, 13
158.0, 11, 13, 14
157.5, 11, 13, 15
155.85, 11, 13, 16
155.45, 11, 13, 18
154.35, 11, 13, 19
154.55, 11, 13, 20
154.3, 11, 13, 21
154.85, 11, 13, 22
154.6, 11, 13, 23
155.4, 11, 13, 24
156.0, 11, 13, 25
156.4, 11, 13, 26
157.2, 11, 13, 27
157.65, 11, 13, 28
157.45, 11, 13, 29
157.95, 11, 13, 30
157.35, 11, 13, 31
156.65, 11, 13, 32
157.9, 11, 13, 33
157.95, 11, 13, 34
158.4, 11, 13, 36
157.4, 11, 13, 37
156.8, 11, 13, 38
157.55, 11, 13, 39
157.5, 11, 13, 40
158.45, 11, 13, 41
158.7, 11, 13, 42
159.2, 11, 13, 43
159.7, 11, 13, 44
159.9, 11, 13, 45
160.0, 11, 13, 46
160.25, 11, 13, 47
160.0, 11, 13, 48
159.85, 11, 13, 49
160.1, 11, 13, 50
160.6, 11, 13, 51
162.25, 11, 13, 52
161.6, 11, 13, 53
162.45, 11, 13, 55
162.4, 11, 13, 56
162.1, 11, 13, 57
162.0, 11, 13, 58
162.4, 11, 13, 59
161.8, 11, 14, 0
161.2, 11, 14, 1
163.0, 11, 14, 2
164.2, 11, 14, 3
164.8, 11, 14, 4
163.8, 11, 14, 5
164.5, 11, 14, 6
163.6, 11, 14, 7
163.35, 11, 14, 8
162.7, 11, 14, 9
162.4, 11, 14, 10
162.0, 11, 14, 12
162.25, 11, 14, 13
163.8, 11, 14, 14
163.85, 11, 14, 15
164.0, 11, 14, 16
162.95, 11, 14, 17
163.2, 11, 14, 18
163.1, 11, 14, 19
162.1, 11, 14, 20
162.15, 11, 14, 21
161.85, 11, 14, 22
162.35, 11, 14, 23
163.05, 11, 14, 24
164.5, 11, 14, 25
164.65, 11, 14, 26
163.9, 11, 14, 27
163.6, 11, 14, 28
163.9, 11, 14, 29
164.15, 11, 14, 30
164.6, 11, 14, 32
164.6, 11, 14, 33
164.0, 11, 14, 34
163.45, 11, 14, 35
163.25, 11, 14, 36
162.25, 11, 14, 37
162.3, 11, 14, 38
162.5, 11, 14, 39
162.15, 11, 14, 40
162.15, 11, 14, 41
163.45, 11, 14, 42
164.7, 11, 14, 43
164.95, 11, 14, 44
164.45, 11, 14, 45
163.95, 11, 14, 46
163.45, 11, 14, 47
163.45, 11, 14, 48
164.65, 11, 14, 49
164.65, 11, 14, 50
163.6, 11, 14, 51
163.95, 11, 14, 53
164.0, 11, 14, 54
163.35, 11, 14, 55
163.0, 11, 14, 56
163.0, 11, 14, 57
161.7, 11, 14, 58
160.7, 11, 14, 59
160.1, 11, 15, 0
159.75, 11, 15, 1
160.65, 11, 15, 2
161.25, 11, 15, 3
163.05, 11, 15, 4
162.95, 11, 15, 5
162.4, 11, 15, 6
163.4, 11, 15, 7
163.05, 11, 15, 8
163.05, 11, 15, 9
164.1, 11, 15, 10
164.1, 11, 15, 12
163.55, 11, 15, 13
162.95, 11, 15, 14
162.4, 11, 15, 15
161.4, 11, 15, 16
161.4, 11, 15, 17
162.15, 11, 15, 18
162.55, 11, 15, 19
161.55, 11, 15, 20
161.55, 11, 15, 21
161.35, 11, 15, 22
162.3, 11, 15, 23
161.35, 11, 15, 24
161.2, 11, 15, 26
160.4, 11, 15, 27
160.4, 11, 15, 28
160.4, 11, 15, 29
160.85, 11, 15, 30
160.5, 11, 15, 31
160.5, 11, 15, 32
160.35, 11, 15, 33
161.55, 11, 15, 34
161.35, 11, 15, 35
161.1, 11, 15, 36
159.7, 11, 15, 37
158.8, 11, 15, 38
158.85, 11, 15, 39
158.0, 11, 15, 40
159.65, 11, 15, 41
159.65, 11, 15, 43
159.05, 11, 15, 44
159.1, 11, 15, 45
158.85, 11, 15, 46
160.05, 11, 15, 47
160.7, 11, 15, 48
160.1, 11, 15, 49
159.65, 11, 15, 50
158.75, 11, 15, 51
159.2, 11, 15, 52
160.15, 11, 15, 53
158.5, 11, 15, 54
158.05, 11, 15, 55
157.55, 11, 15, 56
157.35, 11, 15, 57
158.9, 11, 15, 58
157.2, 11, 15, 59
156.75, 11, 16, 0
157.0, 11, 16, 1
157.55, 11, 16, 3
158.75, 11, 16, 4
158.6, 11, 16, 5
158.6, 11, 16, 6
157.75, 11, 16, 7
157.2, 11, 16, 8
157.2, 11, 16, 9
158.2, 11, 16, 10
158.35, 11, 16, 11
158.25, 11, 16, 12
158.35, 11, 16, 13
158.35, 11, 16, 14
157.6, 11, 16, 15
157.2, 11, 16, 16
157.5, 11, 16, 17
156.85, 11, 16, 19
156.4, 11, 16, 20
156.15, 11, 16, 21
157.05, 11, 16, 22
157.0, 11, 16, 23
156.7, 11, 16, 24
157.0, 11, 16, 25
157.0, 11, 16, 26
157.45, 11, 16, 27
157.45, 11, 16, 28
157.9, 11, 16, 29
156.65, 11, 16, 30
156.65, 11, 16, 31
157.9, 11, 16, 32
158.1, 11, 16, 33
158.7, 11, 16, 34
157.95, 11, 16, 35
157.8, 11, 16, 36
157.75, 11, 16, 37
158.6, 11, 16, 38
158.6, 11, 16, 39
158.45, 11, 16, 41
158.3, 11, 16, 42
158.6, 11, 16, 43
159.6, 11, 16, 44
160.5, 11, 16, 45
160.75, 11, 16, 46
160.8, 11, 16, 47
160.8, 11, 16, 48
160.3, 11, 16, 49
160.05, 11, 16, 50
159.85, 11, 16, 51
160.05, 11, 16, 52
160.05, 11, 16, 53
159.75, 11, 16, 54
160.1, 11, 16, 55
159.4, 11, 16, 56
160.0, 11, 16, 57
159.75, 11, 16, 58
159.45, 11, 17, 0
160.3, 11, 17, 1
159.95, 11, 17, 2
160.35, 11, 17, 3
160.1, 11, 17, 4
160.75, 11, 17, 5
160.7, 11, 17, 6
160.75, 11, 17, 7
161.5, 11, 17, 8
161.95, 11, 17, 9
162.75, 11, 17, 10
161.25, 11, 17, 11
161.3, 11, 17, 12
160.9, 11, 17, 13
161.3, 11, 17, 14
160.7, 11, 17, 15
160.85, 11, 17, 17
160.85, 11, 17, 18
160.65, 11, 17, 19
160.0, 11, 17, 20
159.5, 11, 17, 21
159.55, 11, 17, 22
158.3, 11, 17, 23
157.6, 11, 17, 24
157.3, 11, 17, 25
156.9, 11, 17, 26
157.6, 11, 17, 27
156.7, 11, 17, 28
157.75, 11, 17, 29
156.7, 11, 17, 30
157.5, 11, 17, 31
156.4, 11, 17, 32
156.0, 11, 17, 33
155.95, 11, 17, 34
155.65, 11, 17, 35
155.55, 11, 17, 36
155.05, 11, 17, 37
156.25, 11, 17, 39
155.65, 11, 17, 40
155.6, 11, 17, 41
156.3, 11, 17, 42
155.15, 11, 17, 43
155.3, 11, 17, 44
155.9, 11, 17, 45
155.8, 11, 17, 46
155.65, 11, 17, 47
155.1, 11, 17, 48
152.4, 11, 17, 49
152.35, 11, 17, 50
149.5, 11, 17, 51
149.6, 11, 17, 52
149.6, 11, 17, 53
148.9, 11, 17, 54
148.5, 11, 17, 55
148.25, 11, 17, 56
149.15, 11, 17, 57
148.8, 11, 17, 58
149.75, 11, 18, 0
149.65, 11, 18, 1
148.65, 11, 18, 2
148.75, 11, 18, 3
148.5, 11, 18, 4
150.15, 11, 18, 5
150.75, 11, 18, 6
150.7, 11, 18, 7
152.3, 11, 18, 8
152.4, 11, 18, 9
153.5, 11, 18, 10
152.6, 11, 18, 11
153.2, 11, 18, 12
152.65, 11, 18, 13
151.05, 11, 18, 14
151.6, 11, 18, 15
151.85, 11, 18, 16
152.25, 11, 18, 17
151.85, 11, 18, 18
151.3, 11, 18, 19
151.7, 11, 18, 20
152.3, 11, 18, 22
151.85, 11, 18, 23
152.25, 11, 18, 24
152.15, 11, 18, 25
152.6, 11, 18, 26
151.45, 11, 18, 27
151.45, 11, 18, 28
151.3, 11, 18, 29
151.4, 11, 18, 30
150.55, 11, 18, 31
151.2, 11, 18, 32
151.2, 11, 18, 33
152.5, 11, 18, 34
152.7, 11, 18, 35
152.75, 11, 18, 36
153.1, 11, 18, 37
153.05, 11, 18, 38
152.8, 11, 18, 39
153.1, 11, 18, 40
152.85, 11, 18, 41
152.85, 11, 18, 43
152.45, 11, 18, 44
152.1, 11, 18, 45
152.05, 11, 18, 46
151.55, 11, 18, 47
152.1, 11, 18, 48
152.25, 11, 18, 49
152.15, 11, 18, 50
153.0, 11, 18, 51
153.1, 11, 18, 52
153.45, 11, 18, 53
153.55, 11, 18, 54
154.75, 11, 18, 55
155.8, 11, 18, 56
155.6, 11, 18, 57
155.6, 11, 18, 58
155.95, 11, 18, 59
156.1, 11, 19, 0
155.5, 11, 19, 1
156.35, 11, 19, 3
156.3, 11, 19, 4
156.6, 11, 19, 5
156.65, 11, 19, 6
155.95, 11, 19, 7
156.6, 11, 19, 8
156.9, 11, 19, 9
156.6, 11, 19, 10
156.1, 11, 19, 11
156.6, 11, 19, 12
157.8, 11, 19, 13
157.95, 11, 19, 14
158.45, 11, 19, 15
157.55, 11, 19, 16
157.55, 11, 19, 17
157.85, 11, 19, 18
157.95, 11, 19, 19
157.4, 11, 19, 20
157.8, 11, 19, 21
158.2, 11, 19, 23
157.1, 11, 19, 24
158.25, 11, 19, 25
158.6, 11, 19, 26
158.2, 11, 19, 27
158.25, 11, 19, 28
158.65, 11, 19, 29
157.8, 11, 19, 30
158.0, 11, 19, 31
157.95, 11, 19, 32
156.8, 11, 19, 33
157.2, 11, 19, 34
157.2, 11, 19, 35
156.4, 11, 19, 36
157.3, 11, 19, 37
156.6, 11, 19, 38
156.25, 11, 19, 39
157.2, 11, 19, 40
157.95, 11, 19, 41
158.6, 11, 19, 42
159.5, 11, 19, 44
159.65, 11, 19, 45
160.8, 11, 19, 46
160.65, 11, 19, 47
161.45, 11, 19, 48
161.65, 11, 19, 49
160.85, 11, 19, 50
160.95, 11, 19, 51
160.5, 11, 19, 52
159.9, 11, 19, 53
159.2, 11, 19, 54
160.15, 11, 19, 55
160.4, 11, 19, 56
160.7, 11, 19, 57
161.55, 11, 19, 58
161.55, 11, 19, 59
162.95, 11, 20, 0
162.9, 11, 20, 1
162.85, 11, 20, 2
162.6, 11, 20, 3
162.75, 11, 20, 4
163.55, 11, 20, 6
163.4, 11, 20, 7
163.0, 11, 20, 8
162.5, 11, 20, 9
163.85, 11, 20, 10
163.25, 11, 20, 11
163.05, 11, 20, 12
163.35, 11, 20, 13
162.2, 11, 20, 14
162.35, 11, 20, 15
162.3, 11, 20, 16
161.55, 11, 20, 17
160.85, 11, 20, 18
160.8, 11, 20, 19
162.4, 11, 20, 20
162.85, 11, 20, 21
163.0, 11, 20, 22
163.3, 11, 20, 23
163.2, 11, 20, 24
161.15, 11, 20, 25
162.0, 11, 20, 26
160.45, 11, 20, 28
160.9, 11, 20, 29
160.55, 11, 20, 30
160.65, 11, 20, 31
159.5, 11, 20, 32
159.05, 11, 20, 33
158.7, 11, 20, 34
159.35, 11, 20, 35
159.05, 11, 20, 36
159.3, 11, 20, 37
159.25, 11, 20, 38
159.0, 11, 20, 39
159.0, 11, 20, 40
159.05, 11, 20, 41
158.6, 11, 20, 42
159.4, 11, 20, 43
158.5, 11, 20, 44
158.75, 11, 20, 45
158.5, 11, 20, 47
158.85, 11, 20, 48
160.0, 11, 20, 49
159.75, 11, 20, 50
158.85, 11, 20, 51
158.2, 11, 20, 52
158.45, 11, 20, 53
157.7, 11, 20, 54
157.3, 11, 20, 55
157.1, 11, 20, 56
158.6, 11, 20, 57
158.6, 11, 20, 58
159.45, 11, 20, 59
158.4, 11, 21, 0
158.4, 11, 21, 1
158.2, 11, 21, 2
158.5, 11, 21, 3
157.85, 11, 21, 4
157.85, 11, 21, 5
156.85, 11, 21, 6
156.85, 11, 21, 8
157.65, 11, 21, 9
157.4, 11, 21, 10
156.65, 11, 21, 11
157.0, 11, 21, 12
156.6, 11, 21, 13
157.0, 11, 21, 14
156.65, 11, 21, 15
158.25, 11, 21, 16
158.7, 11, 21, 17
159.05, 11, 21, 18
158.2, 11, 21, 19
157.65, 11, 21, 20
158.4, 11, 21, 21
158.4, 11, 21, 22
158.4, 11, 21, 23
157.35, 11, 21, 24
156.0, 11, 21, 25
155.55, 11, 21, 26
155.85, 11, 21, 27
156.0, 11, 21, 29
155.85, 11, 21, 30
155.6, 11, 21, 31
154.7, 11, 21, 32
154.25, 11, 21, 33
153.85, 11, 21, 34
154.15, 11, 21, 35
155.8, 11, 21, 36
155.5, 11, 21, 37
156.0, 11, 21, 38
156.0, 11, 21, 39
155.95, 11, 21, 40
155.95, 11, 21, 41
157.0, 11, 21, 42
156.3, 11, 21, 43
156.8, 11, 21, 44
156.45, 11, 21, 45
156.85, 11, 21, 46
156.85, 11, 21, 47
156.3, 11, 21, 48
157.0, 11, 21, 50
156.2, 11, 21, 51
156.1, 11, 21, 52
156.1, 11, 21, 53
156.1, 11, 21, 54
156.3, 11, 21, 55
